Products =  { "kluski" "capellini" "fettucine" };
Resources = { "flour" "eggs" };
Locations = { "L1" "L2" "L3" "L4" "L5" "L6"  };


outsideCost = 
{<"kluski", 0.8 >,       
<"capellini", 0.9 >,      
<"fettucine", 0.4 >};
          
availability =            // resource availability is now location-specific
{<"flour","L1",800000>,
<"flour","L2",1400000>,
<"flour","L3",700000>,
<"flour","L4",700000>,
<"flour","L5",700000>,
<"flour","L6",1000000>,
<"eggs","L1",950000>,
<"eggs","L2",1570000>,
<"eggs","L3",1070000>,
<"eggs","L4",970000>,
<"eggs","L5",870000>,
<"eggs","L6",770000>
};

consumption =                 
{<"kluski","flour",0.5>,     
<"kluski","eggs",0.2>,
<"capellini","flour",0.4>,   
<"capellini","eggs",0.4>,
<"fettucine","flour",0.3>,    
<"fettucine","eggs",0.6>};

insideCost =              // InsideCost is now location specific
{<"kluski","L1",0.6>,
<"kluski","L2",0.7>,
<"kluski","L3",0.7>,
<"kluski","L4",0.65>,
<"kluski","L5",0.67>,
<"kluski","L6",0.53>,
<"capellini","L1",0.8>,
<"capellini","L2",0.7>,
<"capellini","L3",0.6>,
<"capellini","L4",0.65>,
<"capellini","L5",0.7>,
<"capellini","L6",0.55>,
<"fettucine","L1",0.3>,
<"fettucine","L2",0.33>,
<"fettucine","L3",0.35>,
<"fettucine","L4",0.2>,
<"fettucine","L5",0.35>,
<"fettucine","L6",0.3>
};

maxOutsideProduction = 1000000;   // contractual maximum amount that may be outsourced for any product.
maxOutsideFlow = 50;   // contractual maximum amount that may be shipped to any one warehouse.

demand = {
<kluski 2 12>, <kluski 4 5>, <kluski 6 49>, <kluski 8 41>, <kluski 10 3>, 
<kluski 626 5>, <kluski 628 35>, <kluski 630 22>, <kluski 632 2>, <kluski 634 12>, <kluski 636 49>, 
<kluski 638 47>, <kluski 640 23>, <kluski 642 4>, <kluski 644 38>, <kluski 646 13>, <kluski 648 25>, 
<kluski 650 15>, <kluski 652 3>, <kluski 654 17>, <kluski 656 48>, <kluski 658 15>, <kluski 660 8>, 
<kluski 662 17>, <kluski 664 17>, <kluski 666 3>, <kluski 668 48>, <kluski 670 41>, <kluski 672 32>, 
<kluski 674 29>, <kluski 676 2>, <kluski 678 19>, <kluski 680 17>, <kluski 682 8>, <kluski 684 22>, 
<kluski 686 31>, <kluski 688 23>, <kluski 690 10>, <kluski 692 29>, <kluski 694 1>, <kluski 696 37>, 
<kluski 698 35>, <kluski 700 15>, <kluski 702 37>, <kluski 704 48>, <kluski 706 37>, <kluski 708 37>, 
<kluski 710 27>, <kluski 712 23>, <kluski 714 32>, <kluski 716 30>, <kluski 718 44>, <kluski 720 30>, 
<kluski 722 15>, <kluski 724 33>, <kluski 726 35>, <kluski 728 4>, <kluski 730 21>, <kluski 732 16>, 
<kluski 734 12>, <kluski 736 42>, <kluski 738 46>, <kluski 740 15>, <kluski 742 9>, <kluski 744 36>, 
<kluski 746 49>, <kluski 748 26>, <kluski 750 22>, <kluski 752 13>, <kluski 754 40>, <kluski 756 40>, 
<kluski 758 10>, <kluski 762 18>, <kluski 764 7>, <kluski 766 18>, <kluski 768 17>, <kluski 770 22>, 
<kluski 772 20>, <kluski 774 4>, <kluski 776 41>, <kluski 778 36>, <kluski 780 40>, <kluski 782 48>, 
<kluski 784 33>, <kluski 786 4>, <kluski 788 45>, <kluski 790 10>, <kluski 794 22>, <kluski 796 26>, 
<kluski 798 31>, <kluski 800 44>, <kluski 802 20>, <kluski 804 25>, <kluski 806 44>, <kluski 808 29>, 
<kluski 810 49>, <kluski 812 22>, <kluski 814 12>, <kluski 816 14>, <kluski 818 27>, <kluski 820 41>, 
<kluski 822 41>, <kluski 824 1>, <kluski 826 39>, <kluski 828 27>, <kluski 830 10>, <kluski 832 4>, 
<kluski 834 4>, <kluski 836 2>, <kluski 838 35>, <kluski 840 11>, <kluski 842 5>, <kluski 844 29>, 
<kluski 846 16>, <kluski 848 25>, <kluski 850 42>, <kluski 852 8>, <kluski 854 20>, <kluski 856 37>, 
<kluski 858 41>, <kluski 860 39>, <kluski 862 11>, <kluski 864 39>, <kluski 866 28>, <kluski 868 23>, 
<kluski 870 21>, <kluski 872 41>, <kluski 874 49>, <kluski 876 47>, <kluski 878 25>, <kluski 880 27>, 
<kluski 882 6>, <kluski 884 1>, <kluski 886 19>, <kluski 888 21>, <kluski 890 20>, <kluski 892 35>, 
<kluski 894 16>, <kluski 896 46>, <kluski 898 42>, <kluski 900 15>, <kluski 902 28>, <kluski 904 40>, 
<kluski 906 42>, <kluski 908 1>, <kluski 910 48>, <kluski 912 41>, <kluski 914 33>, <kluski 916 38>, 
<kluski 918 8>, <kluski 920 37>, <kluski 922 8>, <kluski 924 13>, <kluski 926 32>, <kluski 928 22>, 
<kluski 930 29>, <kluski 932 20>, <kluski 934 2>, <kluski 936 11>, <kluski 938 8>, <kluski 940 6>, 
<kluski 942 29>, <kluski 944 10>, <kluski 946 23>, <kluski 948 30>, <kluski 950 32>, <kluski 952 41>, 
<kluski 954 12>, <kluski 956 2>, <kluski 958 38>, <kluski 960 18>, <kluski 962 9>, <kluski 964 12>, 
<kluski 966 1>, <kluski 968 42>, <kluski 970 29>, <kluski 972 49>, <kluski 974 17>, <kluski 976 22>, 
<kluski 978 47>, <kluski 980 39>, <kluski 982 25>, <kluski 984 5>, <kluski 986 23>, <kluski 988 47>, 
<kluski 990 28>, <kluski 992 24>, <kluski 994 34>, <kluski 996 1>, <kluski 998 21>, <kluski 1000 14>, 
<kluski 1002 18>, <kluski 1004 24>, <kluski 1006 25>, <kluski 1008 36>, <kluski 1010 42>, <kluski 1012 17>, 
<kluski 1014 34>, <kluski 1016 8>, <kluski 1018 28>, <kluski 1020 29>, <kluski 1024 21>, <kluski 1026 29>, 
<kluski 1028 42>, <kluski 1030 15>, <kluski 1032 36>, <kluski 1034 15>, <kluski 1036 27>, <kluski 1038 43>, 
<kluski 1040 44>, <kluski 1042 9>, <kluski 1044 32>, <kluski 1046 24>, <kluski 1048 17>, <kluski 1050 46>, 
<kluski 1052 29>, <kluski 1054 28>, <kluski 1056 8>, <kluski 1058 1>, <kluski 1060 2>, <kluski 1062 7>, 
<kluski 1064 4>, <kluski 1066 15>, <kluski 1068 16>, <kluski 1070 14>, <kluski 1072 20>, <kluski 1074 31>, 
<kluski 1076 45>, <kluski 1078 15>, <kluski 1080 47>, <kluski 1082 38>, <kluski 1084 9>, <kluski 1086 36>, 
<kluski 1088 16>, <kluski 1090 4>, <kluski 1092 18>, <kluski 1094 2>, <kluski 1096 9>, <kluski 1098 27>, 
<kluski 1100 35>, <kluski 1102 49>, <kluski 1104 37>, <kluski 1106 33>, <kluski 1108 29>, <kluski 1110 29>, 
<kluski 1112 25>, <kluski 1114 47>, <kluski 1116 11>, <kluski 1118 8>, <kluski 1120 44>, <kluski 1122 4>, 
<kluski 1124 49>, <kluski 1126 39>, <kluski 1128 10>, <kluski 1130 28>, <kluski 1132 22>, <kluski 1134 31>, 
<kluski 1136 7>, <kluski 1138 24>, <kluski 1140 27>, <kluski 1142 42>, <kluski 1144 38>, <kluski 1146 35>, 
<kluski 1148 2>, <kluski 1150 7>, <kluski 1152 13>, <kluski 1154 22>, <kluski 1156 41>, <kluski 1158 7>, 
<kluski 1162 11>, <kluski 1164 21>, <kluski 1166 24>, <kluski 1168 9>, <kluski 1170 26>, <kluski 1172 28>, 
<kluski 1174 31>, <kluski 1176 43>, <kluski 1178 17>, <kluski 1180 16>, <kluski 1182 45>, <kluski 1184 31>, 
<kluski 1186 45>, <kluski 1188 9>, <kluski 1190 42>, <kluski 1192 24>, <kluski 1194 47>, <kluski 1196 10>, 
<kluski 1198 17>, <kluski 1200 37>, <kluski 1202 35>, <kluski 1204 36>, <kluski 1206 27>, <kluski 1208 20>, 
<kluski 1210 32>, <kluski 1212 22>, <kluski 1214 18>, <kluski 1216 37>, <kluski 1218 25>, <kluski 1220 42>, 
<kluski 1222 27>, <kluski 1224 17>, <kluski 1226 49>, <kluski 1228 45>, <kluski 1230 28>, <kluski 1232 42>, 
<kluski 1234 18>, <kluski 1236 2>, <kluski 1238 6>, <kluski 1240 1>, <kluski 1242 25>, <kluski 1244 15>, 
<kluski 1246 27>, <kluski 1248 25>, <kluski 1250 31>, <kluski 1252 1>, <kluski 1254 27>, <kluski 1256 31>, 
<kluski 1258 34>, <kluski 1260 25>, <kluski 1262 37>, <kluski 1264 5>, <kluski 1266 32>, <kluski 1268 26>, 
<kluski 1270 6>, <kluski 1272 8>, <kluski 1274 41>, <kluski 1276 17>, <kluski 1278 10>, <kluski 1280 24>, 
<kluski 1282 32>, <kluski 1284 26>, <kluski 1286 1>, <kluski 1288 5>, <kluski 1290 28>, <kluski 1292 16>, 
<kluski 1294 11>, <kluski 1296 19>, <kluski 1298 22>, <kluski 1300 16>, <kluski 1302 5>, <kluski 1304 49>, 
<kluski 1306 30>, <kluski 1308 46>, <kluski 1310 25>, <kluski 1312 24>, <kluski 1314 49>, <kluski 1316 30>, 
<kluski 1318 18>, <kluski 1320 35>, <kluski 1322 24>, <kluski 1324 46>, <kluski 1326 8>, <kluski 1328 7>, 
<kluski 1330 37>, <kluski 1332 29>, <kluski 1334 9>, <kluski 1336 30>, <kluski 1338 1>, <kluski 1340 8>, 
<kluski 1342 47>, <kluski 1344 29>, <kluski 1346 39>, <kluski 1348 2>, <kluski 1350 6>, <kluski 1352 12>, 
<kluski 1354 32>, <kluski 1356 6>, <kluski 1358 4>, <kluski 1360 21>, <kluski 1362 33>, <kluski 1364 21>, 
<kluski 1366 21>, <kluski 1368 16>, <kluski 1370 45>, <kluski 1372 33>, <kluski 1374 19>, <kluski 1376 25>, 
<kluski 1378 36>, <kluski 1380 28>, <kluski 1382 5>, <kluski 1384 43>, <kluski 1386 36>, <kluski 1388 38>, 
<kluski 1390 5>, <kluski 1392 45>, <kluski 1394 34>, <kluski 1396 7>, <kluski 1398 23>, <kluski 1400 20>, 
<kluski 1402 39>, <kluski 1404 22>, <kluski 1406 4>, <kluski 1410 5>, <kluski 1412 11>, <kluski 1414 29>, 
<kluski 1416 8>, <kluski 1418 26>, <kluski 1420 14>, <kluski 1422 41>, <kluski 1424 7>, <kluski 1426 10>, 
<kluski 1428 35>, <kluski 1430 3>, <kluski 1432 41>, <kluski 1434 10>, <kluski 1436 20>, <kluski 1438 17>, 
<kluski 1440 37>, <kluski 1442 34>, <kluski 1444 19>, <kluski 1446 10>, <kluski 1448 23>, <kluski 1450 13>, 
<kluski 1454 49>, <kluski 1456 33>, <kluski 1458 13>, <kluski 1460 16>, <kluski 1462 6>, <kluski 1464 16>, 
<kluski 1466 47>, <kluski 1468 28>, <kluski 1470 40>, <kluski 1472 41>, <kluski 1474 41>, <kluski 1476 3>, 
<kluski 1478 32>, <kluski 1480 1>, <kluski 1482 15>, <kluski 1484 20>, <kluski 1486 47>, <kluski 1488 27>, 
<kluski 1490 1>, <kluski 1492 37>, <kluski 1494 25>, <kluski 1496 34>, <kluski 1498 33>, <kluski 1500 2>, 
<kluski 1504 49>, <kluski 1506 29>, <kluski 1508 36>, <kluski 1510 10>, <kluski 1512 22>, <kluski 1514 22>, 
<kluski 1516 26>, <kluski 1518 49>, <kluski 1520 48>, <kluski 1524 32>, <kluski 1526 40>, <kluski 1528 14>, 
<kluski 1530 39>, <kluski 1532 48>, <kluski 1534 29>, <kluski 1536 17>, <kluski 1538 8>, <kluski 1540 21>, 
<kluski 1542 49>, <kluski 1544 5>, <kluski 1546 46>, <kluski 1548 14>, <kluski 1550 12>, <kluski 1552 47>, 
<kluski 1554 49>, <kluski 1556 39>, <kluski 1558 9>, <kluski 1560 12>, <kluski 1562 26>, <kluski 1564 30>, 
<kluski 1566 25>, <kluski 1568 33>, <kluski 1570 12>, <kluski 1572 6>, <kluski 1574 38>, <kluski 1576 34>, 
<kluski 1578 38>, <kluski 1580 11>, <kluski 1582 13>, <kluski 1584 5>, <kluski 1586 44>, <kluski 1588 28>, 
<kluski 1590 8>, <kluski 1592 27>, <kluski 1594 48>, <kluski 1596 43>, <kluski 1598 37>, <kluski 1600 16>, 
<kluski 1602 21>, <kluski 1604 14>, <kluski 1606 44>, <kluski 1608 48>, <kluski 1610 44>, <kluski 1612 6>, 
<kluski 1614 44>, <kluski 1616 31>, <kluski 1618 46>, <kluski 1620 41>, <kluski 1622 32>, <kluski 1624 21>, 
<kluski 1626 26>, <kluski 1628 28>, <kluski 1630 15>, <kluski 1632 36>, <kluski 1634 7>, <kluski 1636 18>, 
<kluski 1638 28>, <kluski 1640 6>, <kluski 1642 24>, <kluski 1644 46>, <kluski 1646 44>, <kluski 1648 49>, 
<kluski 1650 27>, <kluski 1652 25>, <kluski 1654 2>, <kluski 1656 41>, <kluski 1658 7>, <kluski 1660 49>, 
<kluski 1664 27>, <kluski 1666 43>, <kluski 1668 49>, <kluski 1670 32>, <kluski 1672 37>, <kluski 1674 39>, 
<kluski 1676 5>, <kluski 1678 29>, <kluski 1680 49>, <kluski 1682 8>, <kluski 1684 13>, <kluski 1686 9>, 
<kluski 1688 34>, <kluski 1690 43>, <kluski 1692 9>, <kluski 1694 9>, <kluski 1698 37>, <kluski 1700 6>, 
<kluski 1702 12>, <kluski 1704 45>, <kluski 1706 2>, <kluski 1708 1>, <kluski 1710 23>, <kluski 1712 31>, 
<kluski 1714 7>, <kluski 1716 17>, <kluski 1718 41>, <kluski 1720 12>, <kluski 1722 31>, <kluski 1724 21>, 
<kluski 1726 47>, <kluski 1728 2>, <kluski 1730 34>, <kluski 1732 11>, <kluski 1734 41>, <kluski 1736 30>, 
<kluski 1738 5>, <kluski 1740 43>, <kluski 1742 38>, <kluski 1744 15>, <kluski 1746 44>, <kluski 1748 46>, 
<kluski 1750 16>, <kluski 1752 28>, <kluski 1754 21>, <kluski 1756 27>, <kluski 1758 25>, <kluski 1760 29>, 
<kluski 1764 19>, <kluski 1766 18>, <kluski 1768 26>, <kluski 1770 1>, <kluski 1772 17>, <kluski 1774 41>, 
<kluski 1776 48>, <kluski 1778 20>, <kluski 1780 40>, <kluski 1782 8>, <kluski 1784 31>, <kluski 1786 20>, 
<kluski 1788 49>, <kluski 1790 32>, <kluski 1792 28>, <kluski 1794 31>, <kluski 1796 27>, <kluski 1798 28>, 
<kluski 1800 38>, <kluski 1802 5>, <kluski 1804 6>, <kluski 1806 30>, <kluski 1808 28>, <kluski 1810 49>, 
<kluski 1812 22>, <kluski 1814 14>, <kluski 1816 4>, <kluski 1818 16>, <kluski 1820 37>, <kluski 1822 34>, 
<kluski 1824 18>, <kluski 1826 21>, <kluski 1828 2>, <kluski 1830 29>, <kluski 1832 43>, <kluski 1834 33>, 
<kluski 1836 11>, <kluski 1838 17>, <kluski 1840 19>, <kluski 1842 32>, <kluski 1844 41>, <kluski 1846 42>, 
<kluski 1848 20>, <kluski 1850 2>, <kluski 1852 27>, <kluski 1854 16>, <kluski 1856 8>, <kluski 1858 3>, 
<kluski 1860 42>, <kluski 1862 35>, <kluski 1864 48>, <kluski 1866 47>, <kluski 1868 34>, <kluski 1870 43>, 
<kluski 1872 30>, <kluski 1874 26>, <kluski 1876 12>, <kluski 1878 29>, <kluski 1880 21>, <kluski 1882 5>, 
<kluski 1884 40>, <kluski 1886 13>, <kluski 1888 24>, <kluski 1890 43>, <kluski 1892 10>, <kluski 1894 17>, 
<kluski 1896 5>, <kluski 1898 44>, <kluski 1900 26>, <kluski 1902 31>, <kluski 1904 38>, <kluski 1906 23>, 
<kluski 1908 44>, <kluski 1910 1>, <kluski 1912 33>, <kluski 1914 1>, <kluski 1916 29>, <kluski 1918 32>, 
<kluski 1920 21>, <kluski 1922 41>, <kluski 1924 42>, <kluski 1928 25>, <kluski 1930 43>, <kluski 1932 12>, 
<kluski 1934 19>, <kluski 1936 22>, <kluski 1938 32>, <kluski 1940 37>, <kluski 1942 22>, <kluski 1944 18>, 
<kluski 1946 19>, <kluski 1948 34>, <kluski 1950 18>, <kluski 1952 25>, <kluski 1954 37>, <kluski 1956 16>, 
<kluski 1958 21>, <kluski 1960 45>, <kluski 1962 9>, <kluski 1964 26>, <kluski 1966 19>, <kluski 1968 20>, 
<kluski 1970 12>, <kluski 1972 36>, <kluski 1974 6>, <kluski 1976 4>, <kluski 1978 41>, <kluski 1980 48>, 
<kluski 1982 17>, <kluski 1984 30>, <kluski 1986 22>, <kluski 1988 25>, <kluski 1990 20>, <kluski 1992 31>, 
<kluski 1994 13>, <kluski 1996 26>, <kluski 1998 20>, <kluski 2000 16>, <kluski 2002 39>, <kluski 2004 16>, 
<kluski 2006 19>, <kluski 2008 15>, <kluski 2010 6>, <kluski 2012 28>, <kluski 2014 26>, <kluski 2016 25>, 
<kluski 2018 9>, <kluski 2020 11>, <kluski 2022 26>, <kluski 2024 32>, <kluski 2026 24>, <kluski 2028 30>, 
<kluski 2030 46>, <kluski 2032 10>, <kluski 2034 32>, <kluski 2036 32>, <kluski 2038 22>, <kluski 2040 24>, 
<kluski 2042 47>, <kluski 2044 3>, <kluski 2046 23>, <kluski 2048 20>, <kluski 2050 46>, <kluski 2052 45>, 
<kluski 2054 17>, <kluski 2056 9>, <kluski 2058 4>, <kluski 2060 33>, <kluski 2062 40>, <kluski 2064 22>, 
<kluski 2066 13>, <kluski 2068 24>, <kluski 2070 16>, <kluski 2072 22>, <kluski 2074 29>, <kluski 2076 22>, 
<kluski 2078 31>, <kluski 2080 2>, <kluski 2082 48>, <kluski 2084 13>, <kluski 2086 11>, <kluski 2088 19>, 
<kluski 2090 8>, <kluski 2092 40>, <kluski 2094 28>, <kluski 2096 4>, <kluski 2098 39>, <kluski 2100 29>, 
<kluski 2102 9>, <kluski 2104 27>, <kluski 2106 45>, <kluski 2108 31>, <kluski 2110 33>, <kluski 2112 37>, 
<kluski 2114 17>, <kluski 2116 49>, <kluski 2118 9>, <kluski 2120 7>, <kluski 2122 23>, <kluski 2124 24>, 
<kluski 2126 13>, <kluski 2128 45>, <kluski 2130 4>, <kluski 2132 22>, <kluski 2134 1>, <kluski 2136 9>, 
<kluski 2138 17>, <kluski 2140 18>, <kluski 2142 40>, <kluski 2144 5>, <kluski 2146 5>, <kluski 2148 7>, 
<kluski 2150 14>, <kluski 2152 31>, <kluski 2154 42>, <kluski 2156 17>, <kluski 2158 17>, <kluski 2160 13>, 
<kluski 2162 18>, <kluski 2164 5>, <kluski 2166 22>, <kluski 2168 21>, <kluski 2170 45>, <kluski 2172 28>, 
<kluski 2174 46>, <kluski 2176 14>, <kluski 2178 5>, <kluski 2180 43>, <kluski 2182 39>, <kluski 2184 45>, 
<kluski 2186 46>, <kluski 2188 29>, <kluski 2190 3>, <kluski 2192 42>, <kluski 2194 14>, <kluski 2196 46>, 
<kluski 2198 2>, <kluski 2200 44>, <kluski 2202 36>, <kluski 2204 33>, <kluski 2206 21>, <kluski 2208 44>, 
<kluski 2210 17>, <kluski 2212 14>, <kluski 2214 22>, <kluski 2216 36>, <kluski 2218 34>, <kluski 2220 12>, 
<kluski 2222 42>, <kluski 2224 10>, <kluski 2226 18>, <kluski 2228 47>, <kluski 2230 48>, <kluski 2232 2>, 
<kluski 2234 49>, <kluski 2236 12>, <kluski 2238 36>, <kluski 2240 46>, <kluski 2242 26>, <kluski 2244 21>, 
<kluski 2246 40>, <kluski 2248 43>, <kluski 2250 30>, <kluski 2252 46>, <kluski 2254 16>, <kluski 2256 35>, 
<kluski 2258 34>, <kluski 2260 27>, <kluski 2262 29>, <kluski 2264 14>, <kluski 2266 11>, <kluski 2268 36>, 
<kluski 2270 21>, <kluski 2272 37>, <kluski 2274 32>, <kluski 2276 41>, <kluski 2278 10>, <kluski 2280 15>, 
<kluski 2282 22>, <kluski 2284 36>, <kluski 2286 1>, <kluski 2288 39>, <kluski 2290 41>, <kluski 2292 5>, 
<kluski 2294 28>, <kluski 2296 23>, <kluski 2298 42>, <kluski 2300 42>, <kluski 2302 39>, <kluski 2304 23>, 
